"Wk","Day","Date","Time","Home","xG","Score","xG.1","Away","Attendance","Venue","Referee","Match.Report","Notes"
18,"Fri","2022-01-07","20:30","Bayern Munich",1.7,"1-2",1.1,"M'Gladbach",NA,"Allianz Arena","Daniel Siebert","Match Report",""
18,"Sat","2022-01-08","15:30","RB Leipzig",3.3,"4-1",0.4,"Mainz 05",NA,"Red Bull Arena","Deniz Aytekin","Match Report",""
18,"Sat","2022-01-08","15:30","Leverkusen",1.8,"2-2",2.4,"Union Berlin",NA,"BayArena","Matthias Jöllenbeck","Match Report",""
18,"Sat","2022-01-08","15:30","Hoffenheim",1.8,"3-1",0.7,"Augsburg",500,"PreZero Arena","Benjamin Cortus","Match Report",""
18,"Sat","2022-01-08","15:30","Freiburg",2,"2-2",0.9,"Arminia",NA,"Europa-Park Stadion","Harm Osmers","Match Report",""
18,"Sat","2022-01-08","15:30","Greuther Fürth",0.8,"0-0",1.4,"Stuttgart",NA,"Sportpark Ronhof Thomas Sommer","Felix Brych","Match Report",""
18,"Sat","2022-01-08","18:30","Eint Frankfurt",1.2,"2-3",2.4,"Dortmund",250,"Commerzbank-Arena","Robert Schröder","Match Report",""
18,"Sun","2022-01-09","15:30","Hertha BSC",1,"1-3",1.7,"Köln",3000,"Olympiastadion Berlin","Tobias Stieler","Match Report",""
18,"Sun","2022-01-09","17:30","Bochum",0.8,"1-0",0.4,"Wolfsburg",NA,"Vonovia Ruhrstadion","Daniel Schlager","Match Report",""
19,"Fri","2022-01-14","20:30","Dortmund",1.8,"5-1",0.7,"Freiburg",750,"Signal Iduna Park","Florian Badstübner","Match Report",""
19,"Sat","2022-01-15","15:30","Wolfsburg",1.2,"0-0",0.2,"Hertha BSC",500,"Volkswagen Arena","Robert Hartmann","Match Report",""
19,"Sat","2022-01-15","15:30","Mainz 05",1.7,"1-0",1.5,"Bochum",1000,"Opel Arena","Frank Willenborg","Match Report",""
19,"Sat","2022-01-15","15:30","Stuttgart",1.1,"0-2",1.3,"RB Leipzig",500,"Mercedes-Benz Arena","Daniel Schlager","Match Report",""
19,"Sat","2022-01-15","15:30","Köln",1.2,"0-4",3.4,"Bayern Munich",1000,"RheinEnergieSTADION","Tobias Welz","Match Report",""
19,"Sat","2022-01-15","15:30","Union Berlin",1.6,"2-1",1.3,"Hoffenheim",3000,"Stadion An der Alten Försterei","Martin Petersen","Match Report",""
19,"Sat","2022-01-15","18:30","M'Gladbach",1.5,"1-2",4.4,"Leverkusen",750,"Stadion im Borussia-Park","Sascha Stegemann","Match Report",""
19,"Sun","2022-01-16","15:30","Augsburg",1.4,"1-1",2.2,"Eint Frankfurt",NA,"WWK Arena","Sven Jablonski","Match Report",""
19,"Sun","2022-01-16","17:30","Arminia",0.8,"2-2",0.4,"Greuther Fürth",750,"SchücoArena","Christian Dingert","Match Report",""
20,"Fri","2022-01-21","20:30","Eint Frankfurt",1.9,"0-2",1.5,"Arminia",1000,"Commerzbank-Arena","Tobias Reichel","Match Report",""
20,"Sat","2022-01-22","15:30","M'Gladbach",1,"1-2",1.1,"Union Berlin",750,"Stadion im Borussia-Park","Felix Brych","Match Report",""
20,"Sat","2022-01-22","15:30","Greuther Fürth",1.1,"2-1",2,"Mainz 05",NA,"Sportpark Ronhof Thomas Sommer","Robert Schröder","Match Report",""
20,"Sat","2022-01-22","15:30","Leverkusen",3.2,"5-1",1.4,"Augsburg",750,"BayArena","Daniel Schlager","Match Report",""
20,"Sat","2022-01-22","15:30","Hoffenheim",1.5,"2-3",1.5,"Dortmund",500,"PreZero Arena","Deniz Aytekin","Match Report",""
20,"Sat","2022-01-22","15:30","Freiburg",1.6,"2-0",0.5,"Stuttgart",500,"Europa-Park Stadion","Tobias Stieler","Match Report",""
20,"Sat","2022-01-22","18:30","Bochum",1.8,"2-2",1,"Köln",750,"Vonovia Ruhrstadion","Matthias Jöllenbeck","Match Report",""
20,"Sun","2022-01-23","15:30","RB Leipzig",1.3,"2-0",0.9,"Wolfsburg",1000,"Red Bull Arena","Daniel Siebert","Match Report",""
20,"Sun","2022-01-23","17:30","Hertha BSC",0.9,"1-4",3.9,"Bayern Munich",3000,"Olympiastadion Berlin","Bastian Dankert","Match Report",""
21,"Fri","2022-02-04","20:30","Hertha BSC",0.5,"1-1",1.1,"Bochum",3000,"Olympiastadion Berlin","Marco Fritz","Match Report",""
21,"Sat","2022-02-05","15:30","Stuttgart",1.8,"2-3",1.1,"Eint Frankfurt",10000,"Mercedes-Benz Arena","Sascha Stegemann","Match Report",""
21,"Sat","2022-02-05","15:30","Augsburg",2,"2-0",1.6,"Union Berlin",7600,"WWK Arena","Harm Osmers","Match Report",""
21,"Sat","2022-02-05","15:30","Arminia",0.6,"1-1",1.5,"M'Gladbach",10000,"SchücoArena","Benjamin Cortus","Match Report",""
21,"Sat","2022-02-05","15:30","Mainz 05",2,"2-0",1.6,"Hoffenheim",6800,"Opel Arena","Christian Dingert","Match Report",""
21,"Sat","2022-02-05","15:30","Köln",1.3,"1-0",1.3,"Freiburg",10000,"RheinEnergieSTADION","Felix Brych","Match Report",""
21,"Sat","2022-02-05","18:30","Bayern Munich",2.9,"3-2",2.1,"RB Leipzig",10000,"Allianz Arena","Sven Jablonski","Match Report",""
21,"Sun","2022-02-06","15:30","Dortmund",1.3,"2-5",2.1,"Leverkusen",10000,"Signal Iduna Park","Daniel Siebert","Match Report",""
21,"Sun","2022-02-06","17:30","Wolfsburg",2,"4-1",1.1,"Greuther Fürth",500,"Volkswagen Arena","Martin Petersen","Match Report",""
22,"Fri","2022-02-11","20:30","RB Leipzig",1,"3-1",0.9,"Köln",15000,"Red Bull Arena","Florian Badstübner","Match Report",""
22,"Sat","2022-02-12","15:30","Eint Frankfurt",1.1,"0-2",1.6,"Wolfsburg",10000,"Commerzbank-Arena","Frank Willenborg","Match Report",""
22,"Sat","2022-02-12","15:30","Greuther Fürth",2.5,"2-1",2.3,"Hertha BSC",9000,"Sportpark Ronhof Thomas Sommer","Daniel Schlager","Match Report",""
22,"Sat","2022-02-12","15:30","Freiburg",1.7,"1-1",2.1,"Mainz 05",10000,"Europa-Park Stadion","Deniz Aytekin","Match Report",""
22,"Sat","2022-02-12","15:30","M'Gladbach",2.2,"3-2",1.2,"Augsburg",10000,"Stadion im Borussia-Park","Tobias Welz","Match Report",""
22,"Sat","2022-02-12","15:30","Bochum",1.3,"4-2",2.2,"Bayern Munich",10000,"Vonovia Ruhrstadion","Robert Schröder","Match Report",""
22,"Sat","2022-02-12","18:30","Leverkusen",2.5,"4-2",1.2,"Stuttgart",10000,"BayArena","Felix Brych","Match Report",""
22,"Sun","2022-02-13","15:30","Union Berlin",1.3,"0-3",1.9,"Dortmund",10000,"Stadion An der Alten Försterei","Matthias Jöllenbeck","Match Report",""
22,"Sun","2022-02-13","17:30","Hoffenheim",2.3,"2-0",0.8,"Arminia",10000,"PreZero Arena","Robert Hartmann","Match Report",""
23,"Fri","2022-02-18","20:30","Mainz 05",1,"3-2",1.2,"Leverkusen",10000,"Opel Arena","Benjamin Cortus","Match Report",""
23,"Sat","2022-02-19","15:30","Stuttgart",1.9,"1-1",1.9,"Bochum",20059,"Mercedes-Benz Arena","Harm Osmers","Match Report",""
23,"Sat","2022-02-19","15:30","Augsburg",0.8,"1-2",1.6,"Freiburg",15000,"WWK Arena","Daniel Siebert","Match Report",""
23,"Sat","2022-02-19","15:30","Arminia",1.1,"1-0",1,"Union Berlin",10000,"SchücoArena","Daniel Schlager","Match Report",""
23,"Sat","2022-02-19","15:30","Wolfsburg",1.1,"1-2",1.4,"Hoffenheim",7145,"Volkswagen Arena","Felix Zwayer","Match Report",""
23,"Sat","2022-02-19","18:30","Köln",1.3,"1-0",0.7,"Eint Frankfurt",10000,"RheinEnergieSTADION","Christian Dingert","Match Report",""
23,"Sun","2022-02-20","15:30","Bayern Munich",2.7,"4-1",0.9,"Greuther Fürth",25000,"Allianz Arena","Robert Hartmann","Match Report",""
23,"Sun","2022-02-20","17:30","Dortmund",3.5,"6-0",0.8,"M'Gladbach",10000,"Signal Iduna Park","Marco Fritz","Match Report",""
23,"Sun","2022-02-20","19:30","Hertha BSC",0.7,"1-6",3.1,"RB Leipzig",10000,"Olympiastadion Berlin","Patrick Ittrich","Match Report",""
24,"Fri","2022-02-25","20:30","Hoffenheim",2.3,"2-1",1.9,"Stuttgart",18099,"PreZero Arena","Matthias Jöllenbeck","Match Report",""
24,"Sat","2022-02-26","15:30","Leverkusen",2.6,"3-0",0.4,"Arminia",10000,"BayArena","Martin Petersen","Match Report",""
24,"Sat","2022-02-26","15:30","M'Gladbach",2.7,"2-2",1.5,"Wolfsburg",10000,"Stadion im Borussia-Park","Tobias Reichel","Match Report",""
24,"Sat","2022-02-26","15:30","Greuther Fürth",0.8,"1-1",0.8,"Köln",9200,"Sportpark Ronhof Thomas Sommer","Robert Schörgenhofer","Match Report",""
24,"Sat","2022-02-26","15:30","Freiburg",2.8,"3-0",1.9,"Hertha BSC",25000,"Europa-Park Stadion","Sven Jablonski","Match Report",""
24,"Sat","2022-02-26","15:30","Union Berlin",0.9,"3-1",0.8,"Mainz 05",10000,"Stadion An der Alten Försterei","Bastian Dankert","Match Report",""
24,"Sat","2022-02-26","18:30","Eint Frankfurt",0.8,"0-1",2,"Bayern Munich",25000,"Commerzbank-Arena","Florian Badstübner","Match Report",""
24,"Sun","2022-02-27","15:30","Bochum",1,"0-1",0.7,"RB Leipzig",10000,"Vonovia Ruhrstadion","Felix Brych","Match Report",""
24,"Sun","2022-02-27","17:30","Augsburg",0.9,"1-1",0.5,"Dortmund",15330,"WWK Arena","Deniz Aytekin","Match Report",""
25,"Fri","2022-03-04","20:30","Arminia",0.2,"0-1",0.4,"Augsburg",19460,"SchücoArena","Felix Brych","Match Report",""
25,"Sat","2022-03-05","15:30","Hertha BSC",0.7,"1-4",1.3,"Eint Frankfurt",25000,"Olympiastadion Berlin","Harm Osmers","Match Report",""
25,"Sat","2022-03-05","15:30","Bochum",1.3,"2-1",0.8,"Greuther Fürth",19800,"Vonovia Ruhrstadion","Daniel Schlager","Match Report",""
25,"Sat","2022-03-05","15:30","RB Leipzig",0.7,"1-1",0.5,"Freiburg",24758,"Red Bull Arena","Felix Zwayer","Match Report",""
25,"Sat","2022-03-05","15:30","Wolfsburg",0.6,"1-0",1.1,"Union Berlin",15703,"Volkswagen Arena","Patrick Ittrich","Match Report",""
25,"Sat","2022-03-05","15:30","Bayern Munich",1.4,"1-1",1.8,"Leverkusen",25000,"Allianz Arena","Daniel Siebert","Match Report",""
25,"Sat","2022-03-05","18:30","Stuttgart",1.8,"3-2",1.2,"M'Gladbach",25000,"Mercedes-Benz Arena","Christian Dingert","Match Report",""
25,"Sun","2022-03-06","17:30","Köln",1.3,"0-1",2.1,"Hoffenheim",37500,"RheinEnergieSTADION","Marco Fritz","Match Report",""
26,"Sat","2022-03-12","15:30","Union Berlin",1.2,"1-1",1.2,"Stuttgart",16509,"Stadion An der Alten Försterei","Robert Hartmann","Match Report",""
26,"Sat","2022-03-12","15:30","Hoffenheim",1.4,"1-1",3.3,"Bayern Munich",25600,"PreZero Arena","Robert Schröder","Match Report",""
26,"Sat","2022-03-12","15:30","Freiburg",1.9,"3-2",1.2,"Wolfsburg",25000,"Europa-Park Stadion","Martin Petersen","Match Report",""
26,"Sat","2022-03-12","18:30","M'Gladbach",1.8,"2-0",0.5,"Hertha BSC",30675,"Stadion im Borussia-Park","Florian Badstübner","Match Report",""
26,"Sun","2022-03-13","15:30","Leverkusen",1.7,"0-1",0.5,"Köln",22658,"BayArena","Sascha Stegemann","Match Report",""
26,"Sun","2022-03-13","17:30","Dortmund",2,"1-0",0.6,"Arminia",33000,"Signal Iduna Park","Bastian Dankert","Match Report",""
26,"Sun","2022-03-13","17:30","Eint Frankfurt",1.9,"2-1",1,"Bochum",24000,"Commerzbank-Arena","Marco Fritz","Match Report",""
26,"Sun","2022-03-13","19:30","Greuther Fürth",0.4,"1-6",1.4,"RB Leipzig",9418,"Sportpark Ronhof Thomas Sommer","Sven Jablonski","Match Report",""
25,"Wed","2022-03-16","18:30","Mainz 05",0.6,"0-1",0.8,"Dortmund",25000,"Opel Arena","Sascha Stegemann","Match Report",""
27,"Fri","2022-03-18","20:30","Bochum",1.4,"0-2",0.6,"M'Gladbach",NA,"Vonovia Ruhrstadion","Benjamin Cortus","Match Report","Match awarded to M'Gladbach"
27,"Sat","2022-03-19","15:30","Stuttgart",2.7,"3-2",0.9,"Augsburg",55785,"Mercedes-Benz Arena","Patrick Ittrich","Match Report",""
27,"Sat","2022-03-19","15:30","Mainz 05",4.2,"4-0",0.2,"Arminia",25000,"Opel Arena","Felix Zwayer","Match Report",""
27,"Sat","2022-03-19","15:30","Hertha BSC",0.8,"3-0",0.8,"Hoffenheim",25000,"Olympiastadion Berlin","Daniel Schlager","Match Report",""
27,"Sat","2022-03-19","15:30","Greuther Fürth",0.7,"0-0",0.8,"Freiburg",9884,"Sportpark Ronhof Thomas Sommer","Tobias Reichel","Match Report",""
27,"Sat","2022-03-19","18:30","Bayern Munich",2.9,"4-0",0.8,"Union Berlin",37000,"Allianz Arena","Harm Osmers","Match Report",""
27,"Sun","2022-03-20","15:30","RB Leipzig",1.2,"0-0",0.1,"Eint Frankfurt",43058,"Red Bull Arena","Christian Dingert","Match Report",""
27,"Sun","2022-03-20","17:30","Wolfsburg",1.5,"0-2",1.2,"Leverkusen",16554,"Volkswagen Arena","Felix Brych","Match Report",""
27,"Sun","2022-03-20","19:30","Köln",1.2,"1-1",1.1,"Dortmund",50000,"RheinEnergieSTADION","Daniel Siebert","Match Report",""
28,"Fri","2022-04-01","20:30","Union Berlin",1.7,"1-0",0.5,"Köln",22012,"Stadion An der Alten Försterei","Florian Badstübner","Match Report",""
28,"Sat","2022-04-02","15:30","Eint Frankfurt",1.4,"0-0",0.4,"Greuther Fürth",50500,"Commerzbank-Arena","Bastian Dankert","Match Report",""
28,"Sat","2022-04-02","15:30","Leverkusen",2.1,"2-1",0.8,"Hertha BSC",23557,"BayArena","Matthias Jöllenbeck","Match Report",""
28,"Sat","2022-04-02","15:30","Arminia",0.8,"1-1",2.3,"Stuttgart",26011,"SchücoArena","Patrick Ittrich","Match Report",""
28,"Sat","2022-04-02","15:30","Hoffenheim",2.2,"1-2",2.1,"Bochum",15014,"PreZero Arena","Daniel Siebert","Match Report",""
28,"Sat","2022-04-02","15:30","Freiburg",0.6,"1-4",2,"Bayern Munich",34700,"Europa-Park Stadion","Christian Dingert","Match Report",""
28,"Sat","2022-04-02","18:30","Dortmund",0.8,"1-4",0.9,"RB Leipzig",81365,"Signal Iduna Park","Marco Fritz","Match Report",""
28,"Sun","2022-04-03","15:30","Augsburg",1.6,"3-0",1.4,"Wolfsburg",23143,"WWK Arena","Sascha Stegemann","Match Report",""
28,"Sun","2022-04-03","17:30","M'Gladbach",1.6,"1-1",2.2,"Mainz 05",44156,"Stadion im Borussia-Park","Daniel Schlager","Match Report",""
26,"Wed","2022-04-06","18:30","Augsburg",2.1,"2-1",2,"Mainz 05",18122,"WWK Arena","Matthias Jöllenbeck","Match Report",""
29,"Fri","2022-04-08","20:30","Stuttgart",1.1,"0-2",1.7,"Dortmund",58248,"Mercedes-Benz Arena","Harm Osmers","Match Report",""
29,"Sat","2022-04-09","15:30","Wolfsburg",2,"4-0",0.5,"Arminia",22512,"Volkswagen Arena","Benjamin Brand","Match Report",""
29,"Sat","2022-04-09","15:30","Köln",2.2,"3-2",1,"Mainz 05",49800,"RheinEnergieSTADION","Martin Petersen","Match Report",""
29,"Sat","2022-04-09","15:30","Greuther Fürth",0.7,"0-2",2.9,"M'Gladbach",13900,"Sportpark Ronhof Thomas Sommer","Tobias Stieler","Match Report",""
29,"Sat","2022-04-09","15:30","Bayern Munich",1.8,"1-0",0.3,"Augsburg",75000,"Allianz Arena","Patrick Ittrich","Match Report",""
29,"Sat","2022-04-09","18:30","Hertha BSC",0.9,"1-4",2.3,"Union Berlin",74667,"Olympiastadion Berlin","Sven Jablonski","Match Report",""
29,"Sun","2022-04-10","15:30","Bochum",1,"0-0",1.2,"Leverkusen",25000,"Vonovia Ruhrstadion","Felix Zwayer","Match Report",""
29,"Sun","2022-04-10","17:30","Eint Frankfurt",1.1,"1-2",0.9,"Freiburg",47000,"Commerzbank-Arena","Felix Brych","Match Report",""
29,"Sun","2022-04-10","19:30","RB Leipzig",1.5,"3-0",0.2,"Hoffenheim",35112,"Red Bull Arena","Bastian Dankert","Match Report",""
30,"Sat","2022-04-16","15:30","Dortmund",2.8,"6-1",1.3,"Wolfsburg",79200,"Signal Iduna Park","Robert Schröder","Match Report",""
30,"Sat","2022-04-16","15:30","Mainz 05",0.6,"0-0",0.6,"Stuttgart",30128,"Opel Arena","Florian Badstübner","Match Report",""
30,"Sat","2022-04-16","15:30","Augsburg",1.3,"0-1",1,"Hertha BSC",28533,"WWK Arena","Marco Fritz","Match Report",""
30,"Sat","2022-04-16","15:30","Freiburg",1.8,"3-0",0.7,"Bochum",34000,"Europa-Park Stadion","Sascha Stegemann","Match Report",""
30,"Sat","2022-04-16","18:30","M'Gladbach",2,"1-3",2.3,"Köln",54042,"Stadion im Borussia-Park","Deniz Aytekin","Match Report",""
30,"Sun","2022-04-17","15:30","Arminia",0.7,"0-3",2.2,"Bayern Munich",26419,"SchücoArena","Matthias Jöllenbeck","Match Report",""
30,"Sun","2022-04-17","17:30","Union Berlin",1.2,"2-0",0.5,"Eint Frankfurt",22000,"Stadion An der Alten Försterei","Frank Willenborg","Match Report",""
30,"Sun","2022-04-17","17:30","Hoffenheim",0.8,"0-0",0.5,"Greuther Fürth",16110,"PreZero Arena","Felix Zwayer","Match Report",""
30,"Sun","2022-04-17","19:30","Leverkusen",0.7,"0-1",0.6,"RB Leipzig",26119,"BayArena","Daniel Siebert","Match Report",""
31,"Fri","2022-04-22","20:30","Wolfsburg",3.2,"5-0",0.8,"Mainz 05",19055,"Volkswagen Arena","Harm Osmers","Match Report",""
31,"Sat","2022-04-23","15:30","Köln",1.8,"3-1",0.9,"Arminia",50000,"RheinEnergieSTADION","Tobias Stieler","Match Report",""
31,"Sat","2022-04-23","15:30","RB Leipzig",0.6,"1-2",1.5,"Union Berlin",45770,"Red Bull Arena","Daniel Schlager","Match Report",""
31,"Sat","2022-04-23","15:30","Freiburg",2.1,"3-3",1.6,"M'Gladbach",34700,"Europa-Park Stadion","Benjamin Brand","Match Report",""
31,"Sat","2022-04-23","15:30","Eint Frankfurt",1.5,"2-2",1,"Hoffenheim",50500,"Commerzbank-Arena","Sven Jablonski","Match Report",""
31,"Sat","2022-04-23","15:30","Greuther Fürth",0.7,"1-4",2.2,"Leverkusen",11579,"Sportpark Ronhof Thomas Sommer","Tobias Reichel","Match Report",""
31,"Sat","2022-04-23","18:30","Bayern Munich",1.8,"3-1",1.4,"Dortmund",75000,"Allianz Arena","Daniel Siebert","Match Report",""
31,"Sun","2022-04-24","15:30","Bochum",1.2,"0-2",2.3,"Augsburg",23500,"Vonovia Ruhrstadion","Bastian Dankert","Match Report",""
31,"Sun","2022-04-24","17:30","Hertha BSC",1.1,"2-0",0.6,"Stuttgart",54589,"Olympiastadion Berlin","Felix Brych","Match Report",""
32,"Fri","2022-04-29","20:30","Union Berlin",1.3,"1-1",0.3,"Greuther Fürth",22012,"Stadion An der Alten Försterei","Patrick Ittrich","Match Report",""
32,"Sat","2022-04-30","15:30","Mainz 05",3.8,"3-1",1.9,"Bayern Munich",33305,"Opel Arena","Sascha Stegemann","Match Report",""
32,"Sat","2022-04-30","15:30","Arminia",0.3,"1-1",1,"Hertha BSC",26021,"SchücoArena","Deniz Aytekin","Match Report",""
32,"Sat","2022-04-30","15:30","Augsburg",1.7,"1-4",3.1,"Köln",29511,"WWK Arena","Robert Schröder","Match Report",""
32,"Sat","2022-04-30","15:30","Stuttgart",0.9,"1-1",0.9,"Wolfsburg",55000,"Mercedes-Benz Arena","Sven Jablonski","Match Report",""
32,"Sat","2022-04-30","15:30","Dortmund",4.6,"3-4",2.1,"Bochum",81365,"Signal Iduna Park","Robert Hartmann","Match Report",""
32,"Sat","2022-04-30","18:30","Hoffenheim",1.7,"3-4",2.2,"Freiburg",23627,"PreZero Arena","Marco Fritz","Match Report",""
32,"Mon","2022-05-02","20:30","Leverkusen",1.9,"2-0",0.4,"Eint Frankfurt",26492,"BayArena","Benjamin Cortus","Match Report",""
32,"Mon","2022-05-02","20:30","M'Gladbach",1.6,"3-1",1.3,"RB Leipzig",35324,"Stadion im Borussia-Park","Martin Petersen","Match Report",""
33,"Fri","2022-05-06","20:30","Bochum",2.1,"2-1",0.8,"Arminia",25000,"Vonovia Ruhrstadion","Robert Schröder","Match Report",""
33,"Sat","2022-05-07","15:30","Köln",1.6,"0-1",0.9,"Wolfsburg",50000,"RheinEnergieSTADION","Tobias Stieler","Match Report",""
33,"Sat","2022-05-07","15:30","Freiburg",1.9,"1-4",2.5,"Union Berlin",34700,"Europa-Park Stadion","Felix Brych","Match Report",""
33,"Sat","2022-05-07","15:30","Hoffenheim",1.9,"2-4",3.6,"Leverkusen",20033,"PreZero Arena","Frank Willenborg","Match Report",""
33,"Sat","2022-05-07","15:30","Greuther Fürth",1.1,"1-3",1.6,"Dortmund",16600,"Sportpark Ronhof Thomas Sommer","Christian Dingert","Match Report",""
33,"Sat","2022-05-07","18:30","Hertha BSC",1.1,"1-2",0.6,"Mainz 05",71548,"Olympiastadion Berlin","Patrick Ittrich","Match Report",""
33,"Sun","2022-05-08","15:30","Eint Frankfurt",0.9,"1-1",1.5,"M'Gladbach",51500,"Commerzbank-Arena","Felix Zwayer","Match Report",""
33,"Sun","2022-05-08","17:30","Bayern Munich",2.8,"2-2",1.7,"Stuttgart",75000,"Allianz Arena","Deniz Aytekin","Match Report",""
33,"Sun","2022-05-08","19:30","RB Leipzig",3.1,"4-0",0.2,"Augsburg",37029,"Red Bull Arena","Bastian Dankert","Match Report",""
34,"Sat","2022-05-14","15:30","Dortmund",1.3,"2-1",1,"Hertha BSC",80500,"Signal Iduna Park","Tobias Stieler","Match Report",""
34,"Sat","2022-05-14","15:30","Stuttgart",4.1,"2-1",1.3,"Köln",52230,"Mercedes-Benz Arena","Robert Schröder","Match Report",""
34,"Sat","2022-05-14","15:30","Union Berlin",2.6,"3-2",0.2,"Bochum",22012,"Stadion An der Alten Försterei","Marco Fritz","Match Report",""
34,"Sat","2022-05-14","15:30","Wolfsburg",1.6,"2-2",2.5,"Bayern Munich",30000,"Volkswagen Arena","Robert Hartmann","Match Report",""
34,"Sat","2022-05-14","15:30","Mainz 05",1.7,"2-2",1.7,"Eint Frankfurt",33000,"Opel Arena","Martin Petersen","Match Report",""
34,"Sat","2022-05-14","15:30","M'Gladbach",2.9,"5-1",1.4,"Hoffenheim",50395,"Stadion im Borussia-Park","Harm Osmers","Match Report",""
34,"Sat","2022-05-14","15:30","Leverkusen",1.7,"2-1",0.9,"Freiburg",30210,"BayArena","Sven Jablonski","Match Report",""
34,"Sat","2022-05-14","15:30","Arminia",1.3,"1-1",3,"RB Leipzig",22719,"SchücoArena","Daniel Siebert","Match Report",""
34,"Sat","2022-05-14","15:30","Augsburg",1.8,"2-1",0.6,"Greuther Fürth",27907,"WWK Arena","Tobias Reichel","Match Report",""
